Folder,CommandLine
win_susp_sysprep_appdata,C:\Windows\system32\sysprep\sy"spr"ep.exe C:\Users\admin\AppData\Local\Temp\gupdate.exe
win_susp_sysprep_appdata,sysprep.exe C:\Users\admin\AppData\Local\Temp\gupdate.exe
win_susp_sysvol_access,findstr -S -I cpassword \\ComputerName\sysvol\ComputerName\p"olici"es\*.xml
win_susp_sysvol_access,findstr /S /I cpassword \\ComputerName\sysvol\\ComputerName\p"ol"icies\\*.xml
win_susp_sysvol_access,findstr /S /I cpassword \\ComputerName\sysvol\ComputerName\policies\*.xml
win_susp_sysvol_access,findstr /S /I cpassword \\ComputerName\sysvol\ComputerName\policies\*.xml
win_susp_sysvol_access,findstr /S /I cpassword \\ComputerName\s"ysv"ol\ComputerName\po"lici"es\*.xml
win_susp_sysvol_access,findstr -S -I cpassword \\ComputerName\sysvol\ComputerName\policies\*.xml
win_susp_tscon_rdp_redirect,tscon 1 /d"es"t":"rdp-tcp:46
win_susp_tscon_rdp_redirect,tscon 1 /dest:r"dp-tc"p:22
win_susp_tscon_rdp_redirect,tscon 1 /dest:rdp-tcp:55
win_susp_tscon_rdp_redirect,tscon 1 /dest:rdp-tcp:22
win_susp_tscon_rdp_redirect,tscon 1 -dest:rdp-tcp:55
win_susp_tscon_rdp_redirect,tscon 1 /dest:rdp-tcp:46
win_susp_volsnap_disable,reg.exe "add" HKLM\SYSTEM\CurrentControlSet\Ser"vice"s\VSS\D"ia"g\Volsnap /ve /f /d Disabled
win_susp_volsnap_disable,r"eg".exe a"d"d HKLM\SYSTEM\CurrentControlSet\Se"rvi"ces\V"SS"\D"ia"g\Volsnap /ve /f /"d" Di"sable"d
win_susp_volsnap_disable,reg add HKLM\SYSTEM\CurrentControlSet\Services\VSS\Diag\Volsnap /ve /f /d Disabled
win_susp_volsnap_disable,reg.exe add HKLM\SYSTEM\CurrentControlSet\Services\VSS\Diag\Volsnap /ve /f /d Disabled
win_susp_volsnap_disable,r""eg add HKLM\SYSTEM\CurrentControlSet\Services\VSS\Diag\Volsnap /ve /f /d Dis"able"d
win_susp_volsnap_disable,reg.exe add HKLM\SYSTEM\CurrentControlSet\Services\VSS\Diag\Volsnap /ve /f /d Disabled
win_susp_wmi_execution,wmic "path" "AntiVirusProduct" "get" /format:list
win_susp_wmi_execution,wmic "path" "FirewallProduct" "get" /format:list
win_susp_wmi_execution,wmic "shadowcopy" "delete" /nointeractive
win_susp_wmi_execution,wmic /node:<remote-ip> /user:<username> process call create "C:\Windows\Temp\Setup.exe <-n process name> <-l port >"
win_susp_wmi_execution,wmic path FirewallProduct get /format:list
win_susp_wmi_execution,wmic /node:<remote-ip> /user:<username> "process" "call" "create" "C:\Windows\Temp\Setup.exe <-n process name> <-l port >"
win_susp_wmi_execution,wmic shadowcopy delete /nointeractive
win_susp_wmi_execution,wmic path AntiVirusProduct get /format:list
win_susp_wmic_proc_create_rundll32,wmic process "call" create "rundll32 C:\Another\Path\To\another.dll"; StartW
win_susp_wmic_proc_create_rundll32,wmic "process" "call" "create" "rundll32 C:\And\Another\Path\To\yetanother.dll"; StartW
win_susp_wmic_proc_create_rundll32,wmic process call create "rundll32 C:\PathTo\my.dll"; StartW
win_susp_wmic_proc_create_rundll32,wmic process call create "rundll32 C:\And\Another\Path\To\yetanother.dll"; StartW
win_susp_wmic_proc_create_rundll32,wmic "process" call create "rundll32 C:\PathTo\my.dll"; StartW
win_susp_wmic_proc_create_rundll32,wmic process call create "rundll32 C:\Another\Path\To\another.dll"; StartW
win_susp_wmic_security_product_uninstall,wmic product where name="Windows Defender" call uninstall -nointeractive
win_susp_wmic_security_product_uninstall,wmic product where name="Endpoint Sensor" call uninstall
win_susp_wmic_security_product_uninstall,wmic "product" "where" name="Endpoint Detection" call uninstall /nointeractive
win_susp_wmic_security_product_uninstall,wmic product where name="Antivirus" call uninstall /nointeractive
win_susp_wmic_security_product_uninstall,wmic product where name="Endpoint Sensor" call uninstall /nointeractive
win_susp_wmic_security_product_uninstall,w"mi"c product where name="Antivirus" call uninstall /nointeractive
win_susp_wmic_security_product_uninstall,wmic.exe product where name="Windows Defender" call uninstall /nointeractive
win_sysmon_driver_unload,fltmc unload s"ys"mondrv
win_sysmon_driver_unload,fltmc un"loa"d sy"smo"ndrv
win_sysmon_driver_unload,fltmc unload SysmonDrv
win_sysmon_driver_unload,fltmc unload sysmonDrv
win_sysmon_driver_unload,fltmc un"loa"d SysmonDrv
win_sysmon_driver_unload,fltmc unload sysmondrv
win_task_folder_evasion,fsutil file createnew C:\Windows\Sys"tem32"\Tasks\anothernewfile 1000
win_task_folder_evasion,fsutil f"ile" creat"ene"w C:\Windows\Sys"WOW"64\Tasks\newSysWOWfile 1000
win_task_folder_evasion,fsutil file createnew C:\Windows\System32\Tasks\newfile 1000
win_task_folder_evasion,fsutil file createnew C:\Windows\SysWOW64\Tasks\newSysWOWfile 1000
win_task_folder_evasion,fsutil file cre"ate"new C:\Windows\System32\Tasks\newfile 1000
win_task_folder_evasion,fsutil file createnew C:\Windows\System32\Tasks\anothernewfile 1000
win_trust_discovery,nltest /do"main"_trusts /all_t"rust"s
win_trust_discovery,nltest.exe /dc"list":domainname
win_trust_discovery,nltest /dclist:domainname
win_trust_discovery,nltest.exe /dclist:domainname
win_trust_discovery,nltest /dc"li"st:domainname
win_trust_discovery,nltest /domain_trust /all_trusts
win_using_sc_to_change_sevice_image_path_by_non_admin,sc fai""lure" serviecename com"man"d=cmd.exe
win_using_sc_to_change_sevice_image_path_by_non_admin,sc c"on"fig servicename binPath=calc.exe
win_using_sc_to_change_sevice_image_path_by_non_admin,sc config servicename binPath=calc.exe
win_using_sc_to_change_sevice_image_path_by_non_admin,sc config servicename binPath=notepad.exe 
win_using_sc_to_change_sevice_image_path_by_non_admin,sc c^onf"g servicename bin"Path=calc.exe
win_using_sc_to_change_sevice_image_path_by_non_admin,sc failure servicename command=cmd.exe
win_vul_java_remote_debugging,java <name> -Xdebug -Xrunjdwp:transport=dt_socket;server=y;address=4711; suspend=n
win_vul_java_remote_debugging,java <name> -Xdebug -Xrunjdwp:transport=dt_socket;suspend=n;server=y;address=4242
win_vul_java_remote_debugging,java appname -Xdebug -Xrunjdwp:transport=dt_socket;address=1.2.3.4
win_vul_java_remote_debugging,java <name> -Xdebug -Xrunjdwp:server=y;suspend=n;transport=dt_socket;address=4.7.1.1
win_vul_java_remote_debugging,java <name> -Xdebug -Xrunjdwp:transport=dt_socket;server=y;suspend=n;address=1337
win_vul_java_remote_debugging,java <name> -Xdebug -Xrunjdwp:transport=dt_socket;address=1.3.3.7;server=y;suspend=n
win_webshell_detection,sch"tasks
win_webshell_detection,net.exe user username
win_webshell_detection,ping.exe -n 10
win_webshell_detection,netstat
win_webshell_detection,net user username
win_webshell_detection,net"stat
win_webshell_detection,ping -n 10
win_webshell_detection,schtasks
win_webshell_recon_detection,wget -h
win_webshell_recon_detection,python -h
win_webshell_recon_detection,python.exe --help
win_webshell_recon_detection,perl --help
win_webshell_recon_detection,wget --help
win_webshell_recon_detection,python -h
win_webshell_recon_detection,perl -h
win_webshell_recon_detection,python --help
win_win10_sched_task_0day,schtasks /TN taskname /RU user /RP password /change
win_win10_sched_task_0day,schtasks /RP password /RU user /change /TN taskname
win_win10_sched_task_0day,schtasks /change /TN taskname /RU user /RP password
win_win10_sched_task_0day,schtasks /change /TN taskname /ru user /rp password
win_win10_sched_task_0day,schtasks /change /TN taskname /RP password /RU user
win_win10_sched_task_0day,schtasks /change /tn taskname /ru user /rp password
