Pair Index,Match Cmd,Evasion Cmd,Equivalent
42,"{'channel': 'microsoft-windows-sysmon/operational', 'opcode': 'info', 'version': 5, 'event_data': {'integritylevel': 'high', 'product': 'microsoft® windows® operating system', 'description': 'notepad', 'company': 'microsoft corporation', 'logonid': '0x25612', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'originalfilename': 'notepad.exe', 'logonguid': '{19fc45ac-53ad-601c-0000-002012560200}', 'terminalsessionid': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'computer_name': 'client', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1139, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog'}","{'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'opcode': 'info', 'api': 'wineventlog', 'computer_name': 'client1.breach.local', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'thread': {'id': 1792}, 'pid': 1524}, 'record_id': 1285, 'task': 'process create (rule: processcreate)', 'version': 5, 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'event_data': {'integritylevel': 'system', 'logonguid': '{19fc45ac-7528-601c-0000-0020e7030000}', 'logonid': '0x3e7', 'description': 'network time synchronizer - nt service', 'product': 'nettime', 'terminalsessionid': '0', 'fileversion': '3.1.4.220', 'originalfilename': 'nettimeservice.exe'}}",False
43,"{'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t20:34:52.630z'}","{'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:06.298z', 'kind': 'event', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'code': 1}",False
44,"{'entity_id': '{19fc45ac-5a6a-601c-0000-001084771000}', 'pid': 1344, 'command_line': 'cmd.exe /c assoc .txt = txtfile', 'working_directory': 'c:\\programdata\\winlogbeat\\logs\\', 'executable': 'c:\\windows\\system32\\notepad.exe', 'parent': {'entity_id': '{19fc45ac-5a69-601c-0000-001089681000}', 'pid': 3212, 'executable': 'c:\\windows\\system32\\rundll32.exe', 'command_line': '""c:\\windows\\system32\\rundll32.exe"" c:\\windows\\system32\\shell32.dll,openas_rundll c:\\programdata\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe', 'args': ['c:\\windows\\system32\\rundll32.exe', 'c:\\windows\\system32\\shell32.dll,openas_rundll', 'c:\\programdata\\winlogbeat\\logs\\winlogbeat']}, 'name': 'notepad.exe', 'args': ['c:\\windows\\system32\\notepad.exe', 'c:\\programdata\\winlogbeat\\logs\\winlogbeat'], 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'parent': {'entity_id': '{19fc45ac-7527-601c-0000-00104b610000}', 'pid': 444, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'nettimeservice.exe', 'hash': {'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}, 'entity_id': '{19fc45ac-752a-601c-0000-00105f360100}', 'executable': 'c:\\program files\\nettime\\nettimeservice.exe', 'command_line': 'c""m""d.exe /""c"" assoc .bak= ', 'working_directory': 'c:\\windows\\system32\\', 'args': ['c:\\program files\\nettime\\nettimeservice.exe'], 'pid': 1472}",False
45,"{'domain': 'client', 'name': 'breach'}","{'domain': 'nt authority', 'name': 'system'}",False
46,"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}",False
47,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c'}","{'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1'}",False
48,2021-02-04t20:34:50.509z,2021-02-04t22:29:04.000z,False
49,"""c:\windows\system32\notepad.exe"" c:\programdata\winlogbeat\logs\winlogbeat",c:\windows\system32\imdsksvc.exe,False
50,"{'hash': ['d378bffb70923139d6a4f546864aa61c', 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'], 'user': 'breach'}","{'user': 'system', 'hash': ['73dcb33604ab86bcd4caa90346d73b49', 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969']}",False
51,"{'name': 'client', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client'}","{'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'name': 'client3.breach.local', 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}",False
52,"{'channel': 'microsoft-windows-sysmon/operational', 'opcode': 'info', 'version': 5, 'event_data': {'integritylevel': 'high', 'product': 'microsoft® windows® operating system', 'description': 'notepad', 'company': 'microsoft corporation', 'logonid': '0x25612', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'originalfilename': 'notepad.exe', 'logonguid': '{19fc45ac-53ad-601c-0000-002012560200}', 'terminalsessionid': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'computer_name': 'client', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1139, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog'}","{'api': 'wineventlog', 'event_data': {'description': 'imdisk virtual disk driver helper service', 'fileversion': '2.0.9.24', 'originalfilename': 'imdsksvc.exe', 'logonid': '0x3e7', 'integritylevel': 'system', 'company': 'olof lagerkvist', 'logonguid': '{19fc45ac-752e-601c-0000-0020e7030000}', 'product': 'imdisk', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'task': 'process create (rule: processcreate)', 'record_id': 1286, 'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'event_id': 1, 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'process': {'pid': 1536, 'thread': {'id': 1812}}}",False
53,"{'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t20:34:52.630z'}","{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:13.165z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}",False
54,"{'entity_id': '{19fc45ac-5a6a-601c-0000-001084771000}', 'pid': 1344, 'command_line': 'cmd.exe /c assoc .txt = txtfile', 'working_directory': 'c:\\programdata\\winlogbeat\\logs\\', 'executable': 'c:\\windows\\system32\\notepad.exe', 'parent': {'entity_id': '{19fc45ac-5a69-601c-0000-001089681000}', 'pid': 3212, 'executable': 'c:\\windows\\system32\\rundll32.exe', 'command_line': '""c:\\windows\\system32\\rundll32.exe"" c:\\windows\\system32\\shell32.dll,openas_rundll c:\\programdata\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe', 'args': ['c:\\windows\\system32\\rundll32.exe', 'c:\\windows\\system32\\shell32.dll,openas_rundll', 'c:\\programdata\\winlogbeat\\logs\\winlogbeat']}, 'name': 'notepad.exe', 'args': ['c:\\windows\\system32\\notepad.exe', 'c:\\programdata\\winlogbeat\\logs\\winlogbeat'], 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'entity_id': '{19fc45ac-7530-601c-0000-001074350100}', 'executable': 'c:\\windows\\system32\\imdsksvc.exe', 'command_line': 'cmd /""c"" assoc .txt=txtfile', 'parent': {'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-752d-601c-0000-0010f4630000}', 'pid': 440}, 'name': 'imdsksvc.exe', 'hash': {'md5': '73dcb33604ab86bcd4caa90346d73b49', 'sha256': 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969'}, 'pid': 1424, 'working_directory': 'c:\\windows\\system32\\', 'args': ['c:\\windows\\system32\\imdsksvc.exe']}",False
55,"{'domain': 'client', 'name': 'breach'}","{'domain': 'nt authority', 'name': 'system'}",False
56,"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '73dcb33604ab86bcd4caa90346d73b49', 'sha256': 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969'}",False
57,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c'}","{'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat'}",False
58,2021-02-04t22:27:14.750z,2021-02-04t22:27:19.796z,False
59,"{'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2'}","{'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat'}",False
60,"{'event_id': 1, 'computer_name': 'client', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'task': 'process create (rule: processcreate)', 'process': {'thread': {'id': 1392}, 'pid': 1896}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1156, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'event_data': {'company': 'microsoft corporation', 'terminalsessionid': '1', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}', 'description': 'windows logon application', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'originalfilename': 'winlogon.exe', 'logonid': '0x3e7', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system'}, 'api': 'wineventlog'}","{'event_id': 1, 'computer_name': 'client', 'process': {'pid': 1692, 'thread': {'id': 1064}}, 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_data': {'company': 'microsoft corporation', 'product': 'microsoft® windows® operating system', 'description': 'windows explorer', 'originalfilename': 'explorer.exe', 'terminalsessionid': '1', 'logonid': '0x10131', 'integritylevel': 'high', 'logonguid': '{19fc45ac-74c6-601c-0000-002031010100}', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'channel': 'microsoft-windows-sysmon/operational', 'api': 'wineventlog', 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1170, 'task': 'process create (rule: processcreate)'}",False
61,"{'created': '2021-02-04t22:31:11.320z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}","{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:13.041z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process']}",False
62,"{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'name': 'client', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102']}","{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'client', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}",False
63,"{'executable': 'c:\\windows\\system32\\winlogon.exe', 'command_line': 'wmic process call create ""rundll32 c:\\another\\path\\to\\another.dll"", startw', 'working_directory': 'c:\\windows\\system32', 'parent': {'pid': 340, 'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19fc45ac-74c2-601c-0000-00103e580000}'}, 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'pid': 384, 'name': 'winlogon.exe', 'entity_id': '{19fc45ac-74c2-601c-0000-0010ce5b0000}'}","{'entity_id': '{19fc45ac-74c7-601c-0000-0010a7240100}', 'pid': 1376, 'command_line': 'wmic process ""call"" create ""rundll32 c:\\another\\path\\to\\another.dll"", startw', 'working_directory': 'c:\\windows\\system32\\', 'args': ['c:\\windows\\explorer.exe'], 'executable': 'c:\\windows\\explorer.exe', 'parent': {'entity_id': '{19fc45ac-74c7-601c-0000-0010db1e0100}', 'pid': 1328, 'executable': 'c:\\windows\\system32\\userinit.exe', 'command_line': 'c:\\windows\\system32\\userinit.exe', 'name': 'userinit.exe', 'args': ['c:\\windows\\system32\\userinit.exe']}, 'name': 'explorer.exe', 'hash': {'md5': '40d777b7a95e00593eb1568c68514493', 'sha256': '0a8ce026714e03e72c619307bd598add5f9b639cfd91437cb8d9c847bf9f6894'}}",False
64,"{'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}","{'sha256': '0a8ce026714e03e72c619307bd598add5f9b639cfd91437cb8d9c847bf9f6894', 'md5': '40d777b7a95e00593eb1568c68514493'}",False
65,winlogon.exe,c:\windows\explorer.exe,False
66,"{'domain': 'nt authority', 'name': 'system'}","{'domain': 'client', 'name': 'setup'}",False
67,"{'user': 'system', 'hash': ['6d13e1406f50c66e2a95d97f22c47560', 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271']}","{'user': 'setup', 'hash': ['40d777b7a95e00593eb1568c68514493', '0a8ce026714e03e72c619307bd598add5f9b639cfd91437cb8d9c847bf9f6894']}",False
68,2021-02-04t22:27:14.750z,2021-02-04t22:30:19.949z,False
69,"{'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2'}","{'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3'}",False
70,"{'event_id': 1, 'computer_name': 'client', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'task': 'process create (rule: processcreate)', 'process': {'thread': {'id': 1392}, 'pid': 1896}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1156, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'event_data': {'company': 'microsoft corporation', 'terminalsessionid': '1', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}', 'description': 'windows logon application', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'originalfilename': 'winlogon.exe', 'logonid': '0x3e7', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system'}, 'api': 'wineventlog'}","{'channel': 'microsoft-windows-sysmon/operational', 'record_id': 1310, 'process': {'thread': {'id': 1812}, 'pid': 1536}, 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog', 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'task': 'process create (rule: processcreate)', 'computer_name': 'client3.breach.local', 'version': 5, 'event_data': {'originalfilename': 'firefox.exe', 'logonid': '0x251ae', 'fileversion': '38.0.5', 'company': 'mozilla corporation', 'integritylevel': 'medium', 'logonguid': '{19fc45ac-753a-601c-0000-0020ae510200}', 'description': 'firefox', 'product': 'firefox', 'terminalsessionid': '1'}, 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'}",False
71,"{'created': '2021-02-04t22:31:11.320z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}","{'created': '2021-02-04t22:31:13.180z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}",False
72,"{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'name': 'client', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102']}","{'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'client3.breach.local', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3'}",False
73,"{'executable': 'c:\\windows\\system32\\winlogon.exe', 'command_line': 'wmic process call create ""rundll32 c:\\another\\path\\to\\another.dll"", startw', 'working_directory': 'c:\\windows\\system32', 'parent': {'pid': 340, 'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19fc45ac-74c2-601c-0000-00103e580000}'}, 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'pid': 384, 'name': 'winlogon.exe', 'entity_id': '{19fc45ac-74c2-601c-0000-0010ce5b0000}'}","{'parent': {'executable': 'c:\\program files\\python35-32\\python.exe', 'command_line': 'python c:\\breach\\userbehavior.pex --use-breach-setup', 'name': 'python.exe', 'args': ['python', 'c:\\breach\\userbehavior.pex', '--use-breach-setup'], 'entity_id': '{19fc45ac-753c-601c-0000-0010b6cb0200}', 'pid': 2620}, 'name': 'firefox.exe', 'hash': {'md5': '923fe895b22b22a9ca03c72f3d15ce20', 'sha256': '98b7f5b40c557775cd645ca69b788fe4a3deae25cdb6e5dd4fb94db1bdc10969'}, 'entity_id': '{19fc45ac-757b-601c-0000-00103c6d0300}', 'executable': 'c:\\program files\\mozilla firefox\\firefox.exe', 'command_line': 'wmic ""process"" ""call"" ""create"" ""rundll32 c:\\and\\another\\path\\to\\yetanother.dll"", startw', 'pid': 3004, 'working_directory': 'c:\\breach\\', 'args': ['c:\\program files\\mozilla firefox\\firefox.exe', '-foreground']}",False
