Match Value,Evasion Value
"Process Create:
RuleName: 
UtcTime: 2021-02-04 20:34:50.509
ProcessGuid: {19FC45AC-5A6A-601C-0000-001084771000}
ProcessId: 1344
Image: C:\Windows\System32\notepad.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Notepad
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: NOTEPAD.EXE
CommandLine: ""C:\Windows\system32\NOTEPAD.EXE"" C:\ProgramData\winlogbeat\logs\winlogbeat
CurrentDirectory: C:\ProgramData\winlogbeat\logs\
User: client\breach
LogonGuid: {19FC45AC-53AD-601C-0000-002012560200}
LogonId: 0x25612
TerminalSessionId: 1
IntegrityLevel: High
Hashes: MD5=D378BFFB70923139D6A4F546864AA61C,SHA256=C4232DDD4D37B9C0884BD44D8476578C54D7F98D58945728E425736A6A07E102
ParentProcessGuid: {19FC45AC-5A69-601C-0000-001089681000}
ParentProcessId: 3212
ParentImage: C:\Windows\System32\rundll32.exe
ParentCommandLine: ""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\shell32.dll,OpenAs_RunDLL C:\ProgramData\winlogbeat\logs\winlogbeat","Process Create:
RuleName: 
UtcTime: 2021-02-04 23:00:37.488
ProcessGuid: {19FC45AC-7C95-601C-0000-001036270C00}
ProcessId: 3988
Image: C:\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe
FileVersion: 8.0.50727.4927 (NetFXspW7.050727-4900)
Description: Visual C# Command Line Compiler
Product: Microsoft® Visual Studio® 2005
Company: Microsoft Corporation
OriginalFileName: csc.exe
CommandLine: ""C:\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe"" /noconfig /fullpaths @""C:\Users\client2\AppData\Local\Temp\zyhczvr_.cmdline""
CurrentDirectory: C:\Users\client2\AppData\Local\Temp\SDIAG_48f926c1-3306-4e3d-8c87-5812d0551052\
User: BREACH\client2
LogonGuid: {19FC45AC-76D9-601C-0000-002027FB0000}
LogonId: 0xfb27
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=3D7D2E825C63FF501E896CF008C70D75,SHA256=037FC52B8FC6089338EB456F2B45638ED36C42A4DCA7ACE391D166B2329838A1
ParentProcessGuid: {19FC45AC-7C94-601C-0000-0010BA1B0C00}
ParentProcessId: 4028
ParentImage: C:\Windows\System32\sdiagnhost.exe
ParentCommandLine: C:\Windows\System32\sdiagnhost.exe -Embedding"
"{'hash': ['d378bffb70923139d6a4f546864aa61c', 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'], 'user': 'breach'}","{'user': 'client2', 'hash': ['3d7d2e825c63ff501e896cf008c70d75', '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1']}"
"{'name': 'CLIENT', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT'}","{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'name': 'CLIENT2.breach.local', 'hostname': 'CLIENT2', 'architecture': 'x86', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102']}"
"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'api': 'wineventlog', 'computer_name': 'CLIENT2.breach.local', 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'Visual C# Command Line Compiler', 'Product': 'Microsoft® Visual Studio® 2005', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-76D9-601C-0000-002027FB0000}', 'LogonId': '0xfb27', 'FileVersion': '8.0.50727.4927 (NetFXspW7.050727-4900)', 'OriginalFileName': 'csc.exe', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'Medium'}, 'record_id': 1399, 'task': 'Process Create (rule: ProcessCreate)', 'opcode': 'Info', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}}"
"{'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T20:34:52.630Z'}","{'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T23:00:39.202Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon'}"
"{'entity_id': '{19FC45AC-5A6A-601C-0000-001084771000}', 'pid': 1344, 'command_line': 'cmd.exe /c assoc .txt = txtfile', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'executable': 'C:\\Windows\\System32\\notepad.exe', 'parent': {'entity_id': '{19FC45AC-5A69-601C-0000-001089681000}', 'pid': 3212, 'executable': 'C:\\Windows\\System32\\rundll32.exe', 'command_line': '""C:\\Windows\\system32\\rundll32.exe"" C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL C:\\ProgramData\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe', 'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat']}, 'name': 'notepad.exe', 'args': ['C:\\Windows\\system32\\NOTEPAD.EXE', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'command_line': 'c""m""d /c assoc .txt=txtfile', 'working_directory': 'C:\\Users\\client2\\AppData\\Local\\Temp\\SDIAG_48f926c1-3306-4e3d-8c87-5812d0551052\\', 'parent': {'entity_id': '{19FC45AC-7C94-601C-0000-0010BA1B0C00}', 'pid': 4028, 'executable': 'C:\\Windows\\System32\\sdiagnhost.exe', 'command_line': 'C:\\Windows\\System32\\sdiagnhost.exe -Embedding', 'name': 'sdiagnhost.exe', 'args': ['C:\\Windows\\System32\\sdiagnhost.exe', '-Embedding']}, 'name': 'csc.exe', 'args': ['C:\\Windows\\Microsoft.NET\\Framework\\v2.0.50727\\csc.exe', '/noconfig', '/fullpaths', '@C:\\Users\\client2\\AppData\\Local\\Temp\\zyhczvr_.cmdline'], 'entity_id': '{19FC45AC-7C95-601C-0000-001036270C00}', 'pid': 3988, 'executable': 'C:\\Windows\\Microsoft.NET\\Framework\\v2.0.50727\\csc.exe', 'hash': {'sha256': '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1', 'md5': '3d7d2e825c63ff501e896cf008c70d75'}}"
"{'domain': 'client', 'name': 'breach'}","{'domain': 'BREACH', 'name': 'client2'}"
"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '3d7d2e825c63ff501e896cf008c70d75', 'sha256': '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1'}"
"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c'}","{'version': '7.10.2', 'hostname': 'CLIENT2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT2', 'type': 'winlogbeat'}"
2021-02-04T20:34:50.509Z,2021-02-04T22:28:58.031Z
"Process Create:
RuleName: 
UtcTime: 2021-02-04 20:34:50.509
ProcessGuid: {19FC45AC-5A6A-601C-0000-001084771000}
ProcessId: 1344
Image: C:\Windows\System32\notepad.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Notepad
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: NOTEPAD.EXE
CommandLine: ""C:\Windows\system32\NOTEPAD.EXE"" C:\ProgramData\winlogbeat\logs\winlogbeat
CurrentDirectory: C:\ProgramData\winlogbeat\logs\
User: client\breach
LogonGuid: {19FC45AC-53AD-601C-0000-002012560200}
LogonId: 0x25612
TerminalSessionId: 1
IntegrityLevel: High
Hashes: MD5=D378BFFB70923139D6A4F546864AA61C,SHA256=C4232DDD4D37B9C0884BD44D8476578C54D7F98D58945728E425736A6A07E102
ParentProcessGuid: {19FC45AC-5A69-601C-0000-001089681000}
ParentProcessId: 3212
ParentImage: C:\Windows\System32\rundll32.exe
ParentCommandLine: ""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\shell32.dll,OpenAs_RunDLL C:\ProgramData\winlogbeat\logs\winlogbeat","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:58.031
ProcessGuid: {19FC45AC-752A-601C-0000-00105F360100}
ProcessId: 1472
Image: C:\Program Files\NetTime\NetTimeService.exe
FileVersion: 3.1.4.220
Description: Network Time Synchronizer - NT Service
Product: NetTime
Company: 
OriginalFileName: NetTimeService.exe
CommandLine: ""C:\Program Files\NetTime\NetTimeService.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-7528-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=94C08DF0F07C509D99FEA7CFC486C335,SHA256=0AAE40D7B5D57AED2A897161601A08123E64088033B03527DC1BA2B55E7A4E9A
ParentProcessGuid: {19FC45AC-7527-601C-0000-00104B610000}
ParentProcessId: 444
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
"{'hash': ['d378bffb70923139d6a4f546864aa61c', 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'], 'user': 'breach'}","{'user': 'SYSTEM', 'hash': ['94c08df0f07c509d99fea7cfc486c335', '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a']}"
"{'name': 'CLIENT', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT'}","{'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'name': 'CLIENT1.breach.local', 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}"
"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'opcode': 'Info', 'api': 'wineventlog', 'computer_name': 'CLIENT1.breach.local', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'thread': {'id': 1792}, 'pid': 1524}, 'record_id': 1285, 'task': 'Process Create (rule: ProcessCreate)', 'version': 5, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'event_data': {'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-7528-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Description': 'Network Time Synchronizer - NT Service', 'Product': 'NetTime', 'TerminalSessionId': '0', 'FileVersion': '3.1.4.220', 'OriginalFileName': 'NetTimeService.exe'}}"
"{'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T20:34:52.630Z'}","{'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.298Z', 'kind': 'event', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'code': 1}"
"{'entity_id': '{19FC45AC-5A6A-601C-0000-001084771000}', 'pid': 1344, 'command_line': 'cmd.exe /c assoc .txt = txtfile', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'executable': 'C:\\Windows\\System32\\notepad.exe', 'parent': {'entity_id': '{19FC45AC-5A69-601C-0000-001089681000}', 'pid': 3212, 'executable': 'C:\\Windows\\System32\\rundll32.exe', 'command_line': '""C:\\Windows\\system32\\rundll32.exe"" C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL C:\\ProgramData\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe', 'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat']}, 'name': 'notepad.exe', 'args': ['C:\\Windows\\system32\\NOTEPAD.EXE', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'NetTimeService.exe', 'hash': {'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}, 'entity_id': '{19FC45AC-752A-601C-0000-00105F360100}', 'executable': 'C:\\Program Files\\NetTime\\NetTimeService.exe', 'command_line': 'c""m""d.exe /""c"" assoc .bak= ', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Program Files\\NetTime\\NetTimeService.exe'], 'pid': 1472}"
"{'domain': 'client', 'name': 'breach'}","{'domain': 'NT AUTHORITY', 'name': 'SYSTEM'}"
"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}"
"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c'}","{'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT1'}"
2021-02-04T20:34:50.509Z,2021-02-04T22:29:04.000Z
"Process Create:
RuleName: 
UtcTime: 2021-02-04 20:34:50.509
ProcessGuid: {19FC45AC-5A6A-601C-0000-001084771000}
ProcessId: 1344
Image: C:\Windows\System32\notepad.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Notepad
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: NOTEPAD.EXE
CommandLine: ""C:\Windows\system32\NOTEPAD.EXE"" C:\ProgramData\winlogbeat\logs\winlogbeat
CurrentDirectory: C:\ProgramData\winlogbeat\logs\
User: client\breach
LogonGuid: {19FC45AC-53AD-601C-0000-002012560200}
LogonId: 0x25612
TerminalSessionId: 1
IntegrityLevel: High
Hashes: MD5=D378BFFB70923139D6A4F546864AA61C,SHA256=C4232DDD4D37B9C0884BD44D8476578C54D7F98D58945728E425736A6A07E102
ParentProcessGuid: {19FC45AC-5A69-601C-0000-001089681000}
ParentProcessId: 3212
ParentImage: C:\Windows\System32\rundll32.exe
ParentCommandLine: ""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\shell32.dll,OpenAs_RunDLL C:\ProgramData\winlogbeat\logs\winlogbeat","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:29:04.000
ProcessGuid: {19FC45AC-7530-601C-0000-001074350100}
ProcessId: 1424
Image: C:\Windows\System32\imdsksvc.exe
FileVersion: 2.0.9.24
Description: ImDisk Virtual Disk Driver helper service
Product: imdisk
Company: Olof Lagerkvist
OriginalFileName: imdsksvc.exe
CommandLine: C:\Windows\system32\imdsksvc.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-752E-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=73DCB33604AB86BCD4CAA90346D73B49,SHA256=DB47A54AC39C5831F4FA8B678B5738B6BD304F6002D9FC0256F055ABE7A9D969
ParentProcessGuid: {19FC45AC-752D-601C-0000-0010F4630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
"{'hash': ['d378bffb70923139d6a4f546864aa61c', 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'], 'user': 'breach'}","{'user': 'SYSTEM', 'hash': ['73dcb33604ab86bcd4caa90346d73b49', 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969']}"
"{'name': 'CLIENT', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT'}","{'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'name': 'CLIENT3.breach.local', 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}"
"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'api': 'wineventlog', 'event_data': {'Description': 'ImDisk Virtual Disk Driver helper service', 'FileVersion': '2.0.9.24', 'OriginalFileName': 'imdsksvc.exe', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'Company': 'Olof Lagerkvist', 'LogonGuid': '{19FC45AC-752E-601C-0000-0020E7030000}', 'Product': 'imdisk', 'TerminalSessionId': '0'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'task': 'Process Create (rule: ProcessCreate)', 'record_id': 1286, 'computer_name': 'CLIENT3.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'event_id': 1, 'version': 5, 'provider_name': 'Microsoft-Windows-Sysmon', 'process': {'pid': 1536, 'thread': {'id': 1812}}}"
"{'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T20:34:52.630Z'}","{'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:13.165Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}"
"{'entity_id': '{19FC45AC-5A6A-601C-0000-001084771000}', 'pid': 1344, 'command_line': 'cmd.exe /c assoc .txt = txtfile', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'executable': 'C:\\Windows\\System32\\notepad.exe', 'parent': {'entity_id': '{19FC45AC-5A69-601C-0000-001089681000}', 'pid': 3212, 'executable': 'C:\\Windows\\System32\\rundll32.exe', 'command_line': '""C:\\Windows\\system32\\rundll32.exe"" C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL C:\\ProgramData\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe', 'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat']}, 'name': 'notepad.exe', 'args': ['C:\\Windows\\system32\\NOTEPAD.EXE', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'entity_id': '{19FC45AC-7530-601C-0000-001074350100}', 'executable': 'C:\\Windows\\System32\\imdsksvc.exe', 'command_line': 'cmd /""c"" assoc .txt=txtfile', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-752D-601C-0000-0010F4630000}', 'pid': 440}, 'name': 'imdsksvc.exe', 'hash': {'md5': '73dcb33604ab86bcd4caa90346d73b49', 'sha256': 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969'}, 'pid': 1424, 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Windows\\system32\\imdsksvc.exe']}"
"{'domain': 'client', 'name': 'breach'}","{'domain': 'NT AUTHORITY', 'name': 'SYSTEM'}"
"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '73dcb33604ab86bcd4caa90346d73b49', 'sha256': 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969'}"
"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c'}","{'version': '7.10.2', 'hostname': 'CLIENT3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat'}"
2021-02-04T22:27:14.750Z,2021-02-04T22:27:19.796Z
